6447.367928	1.489129724	1195.342093	119.5342093	0	0	50	0
6447.469823	1.673768132	-462.933342	-46.2933342	0	0	3.706665799	50
6447.571922	1.679800595	-507.1357459	-50.71357459	0	0	0	50
6447.674	1.664698648	634.395582	63.4395582	0	0	50	0
6447.776138	1.650598011	497.2267214	49.72267214	0	0	50	0.2773278614
6447.878217	1.610285435	-1290.546268	-129.0546268	0	0	0	50
6447.980273	1.615319056	-1103.316499	-110.3316499	0	0	0	50
6448.082341	1.642530403	633.0169156	63.30169156	0	0	50	0
6448.184405	1.622384603	1212.677324	121.2677324	0	0	50	0
6448.286429	1.601204236	410.9432054	41.09432054	0	0	50	8.905679462
6448.388478	1.614312366	-1625.615851	-162.5615851	0	0	0	50
6448.490541	1.604225031	-1499.754293	-149.9754293	0	0	0	50
6448.592575	1.616325708	503.5621101	50.35621101	0	0	50	0
6448.694594	1.691882708	1197.697095	119.7697095	0	0	50	0
6448.796697	1.637499567	712.3087773	71.23087773	0	0	50	0
6448.898791	1.634480814	-1445.394942	-144.5394942	0	0	0	50
6449.001062	1.828618689	-1456.849567	-145.6849567	0	0	0	50
6449.103268	1.273356498	130.5120391	13.05120391	0	0	50	36.94879609
6449.205357	1.704985989	1426.410139	142.6410139	0	0	50	0
6449.307503	1.693912196	878.4802366	87.84802366	0	0	50	0
6449.409618	1.724093532	-1341.834816	-134.1834816	0	0	0	50
6449.511739	1.698956581	-1579.377564	-157.9377564	0	0	0	50
6449.61389	1.698937264	-268.1640384	-26.81640384	0	0	23.18359616	50
6449.716066	1.705990824	1501.966906	150.1966906	0	0	50	0
6449.818222	1.689891779	937.9425591	93.79425591	0	0	50	0
6449.920364	1.71103397	-853.455387	-85.3455387	0	0	0	50
6450.022502	1.704986007	-1222.154519	-122.2154519	0	0	0	50
6450.124623	1.71103397	-330.8723388	-33.08723388	0	0	16.91276612	50
6450.226755	1.718066485	1501.633799	150.1633799	0	0	50	0
6450.328874	1.698937264	1048.52419	104.852419	0	0	50	0
6450.43099	1.69694662	-794.0670235	-79.40670235	0	0	0	50
6450.5331	1.685851693	-829.2061945	-82.92061945	0	0	0	50
6450.635434	1.77436746	-753.9485474	-75.39485474	0	0	0	50
6450.737453	1.470940344	1312.485774	131.2485774	0	0	50	0
6450.839313	1.408206303	1567.114964	156.7114964	0	0	50	0
6450.941069	1.042340811	364.2391775	36.42391775	0	0	50	13.57608225
6451.042743	1.393001345	-2000	-200	0	0	0	50
6451.144643	2.106913744	-2000	-200	0	0	0	50
6451.247164	1.388956277	96.20768986	9.620768986	0	0	50	40.37923101
6451.348906	1.406184434	1648.74717	164.874717	0	0	50	0
6451.451242	1.811537842	1489.906452	148.9906452	0	0	50	0
6451.553354	1.631461876	-362.3695752	-36.23695752	0	0	13.76304248	50
6451.655432	1.994970777	-2000	-200	0	0	0	50
6451.75751	1.619364923	-1470.106341	-147.0106341	0	0	0	50
6451.859619	1.668740472	499.7759933	49.97759933	0	0	50	0.02240067408
6451.961712	1.636493331	1546.269609	154.6269609	0	0	50	0
6452.063762	1.804518733	1264.933175	126.4933175	0	0	50	0
6452.165881	1.645568	-1290.752936	-129.0752936	0	0	0	50
6452.268329	1.582048873	-1674.971658	-167.4971658	0	0	0	50
6452.370393	1.641543627	-1353.161635	-135.3161635	0	0	0	50
6452.472469	1.572962478	690.0998097	69.00998097	0	0	50	0
6452.574568	1.643555837	1513.008773	151.3008773	0	0	50	0
6452.6766	2.161774723	896.6946685	89.66946685	0	0	50	0
6452.778749	1.610304787	-1367.938288	-136.7938288	0	0	0	50
6452.880894	1.623391128	-1512.375204	-151.2375204	0	0	0	50
6452.982957	1.643555855	-451.6401311	-45.16401311	0	0	4.835986893	50
6453.085034	1.69996154	1499.289515	149.9289515	0	0	50	0
6453.187129	1.625423462	1395.623047	139.5623047	0	0	50	0
6453.28917	1.613305655	21.78932625	2.178932625	0	0	50	47.82106738
6453.391264	1.629449154	-1888.211148	-188.8211148	0	0	0	50
6453.493337	1.636512672	-2000	-200	0	0	0	50
6453.595364	1.682835907	-311.1276256	-31.11276256	0	0	18.88723744	50
6453.697416	2.142837013	1751.062438	175.1062438	0	0	50	0
6453.799533	1.598183273	1508.114887	150.8114887	0	0	50	0
6453.901637	1.614331734	-316.8944043	-31.68944043	0	0	18.31055957	50
6454.003771	1.628442753	-1631.405112	-163.1405112	0	0	0	50